date,txVolume_USD,txCount,marketcap_USD,price_USD,exchangeVolume_USD,generatedCoins,fees
21-10-17,24982752.45,5420,2205720000,277.86,47244600,1963.608791,2.72309137
22-10-17,43838385.61,5043,2122130000,275.7,46070400,1985.226502,3.2675892
23-10-17,57183919.53,7006,2103630000,284.23,52259300,1985.226502,7.42222349
24-10-17,59025031.68,6863,2169120000,293.2,59674600,1981.623551,5.02594679
25-10-17,29717552.55,5108,2250180000,289.14,43986700,1945.594031,3.24818711
26-10-17,56182560.2,5365,2209130000,286.13,49309000,2014.050118,3.78358237
27-10-17,35317068.79,5609,2187650000,280.48,38421900,1974.417647,3.73645481
28-10-17,54086927.98,4709,2152090000,275.69,47092100,1988.829454,2.53758785
29-10-17,29837512.23,5018,2105420000,283.93,75483100,1952.799935,3.29720599
30-10-17,29557418.27,5751,2170290000,285.94,40805700,1988.829454,4.65686779
31-10-17,45975509.01,6019,2184110000,279.15,50260500,1967.211743,3.99060773
01-11-17,23180101.11,6381,2131960000,271.56,50960300,1978.020599,4.09534477
02-11-17,42228638.79,7232,2081130000,265.31,72437900,1985.226502,5.05174876
03-11-17,59266022.03,6018,2021200000,278.59,62984900,8006.719769,3.80832772
04-11-17,24594521.66,4621,2135920000,274.68,49462600,1974.417647,3.56771182
05-11-17,123312375.7,4525,2103900000,273.17,41028900,1978.020599,3.35706951
06-11-17,109156086.8,5409,2097820000,275.68,60053700,1967.211743,3.85338752
07-11-17,59216667.54,6574,2109120000,293.38,92431200,1970.814695,5.07566553
08-11-17,63104299.34,6866,2249050000,316.33,103556000,1992.432406,4.96985915
09-11-17,98085998.29,7408,2421910000,326.01,110840000,1999.63831,5.0198957
10-11-17,97747905.52,7969,2497710000,329.57,116352000,1960.005839,6.78613845
11-11-17,76578897.8,7485,2545670000,346.06,88651000,1981.623551,5.99243125
12-11-17,562124184.6,14181,2655840000,536.12,476198000,1974.417647,10.21994015
13-11-17,277092970.6,13154,3896620000,427.37,310886000,1988.829454,8.9556132
14-11-17,109229016.3,7922,3292370000,427.54,123854000,1985.226502,5.78913391
15-11-17,128955367.1,7936,3291450000,424.41,103157000,1956.402887,5.45515737
